peak,measure_RT,cand_structure,MS_score,retention_score
18,112.54 ,O([C@@H]1[C@@H](O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)C(O[C@@H]([C@@H]1O)CO)O)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.712506294
18,112.54 ,O([C@@H]1[C@@H](O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)C(O[C@@H]([C@@H]1O)CO)O)[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@@H]3O)CO,1.000 ,-5.803797722
18,112.54 ,O([C@@H]1[C@@H](O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)C(O[C@@H]([C@@H]1O)CO)O)[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.703637123
18,112.54 ,O([C@@H]1[C@@H](O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)C(O[C@@H]([C@H]1O)CO)O)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.610093117
18,112.54 ,O([C@@H]1[C@@H](O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)C(O[C@@H]([C@H]1O)CO)O)[C@@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.716164112
18,112.54 ,O([C@@H]1[C@@H](O[C@@H]2O[C@@H]([C@H](O)[C@H](O)[C@H]2O)CO)[C@@H](O[C@@H]([C@@H]1O)CO)O)[C@@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.83574295
18,112.54 ,O([C@@H]1[C@@H](O[C@@H]2O[C@@H]([C@H](O)[C@H](O)[C@H]2O)CO)[C@@H](O[C@@H]([C@H]1O)CO)O)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.640145779
18,112.54 ,O([C@@H]1[C@@H](O[C@@H]2O[C@@H]([C@H](O)[C@H](O)[C@H]2O)CO)[C@@H](O[C@@H]([C@H]1O)CO)O)[C@@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.747775078
18,112.54 ,O([C@@H]1[C@@H](O[C@@H]2O[C@@H]([C@H](O)[C@H](O)[C@H]2O)CO)[C@@H](O[C@@H]([C@H]1O)CO)O)[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@@H]3O)CO,1.000 ,-5.741713524
18,112.54 ,O([C@@H]1[C@@H](O[C@@H]2O[C@@H]([C@H](O)[C@H](O)[C@H]2O)CO)[C@H](O[C@@H]([C@H]1O)CO)O)[C@@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.870612144
18,112.54 ,O([C@@H]1[C@@H](O[C@@H]2O[C@@H]([C@H](O)[C@H](O)[C@H]2O)CO)C(O[C@@H]([C@@H]1O)CO)O)[C@@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.925878525
18,112.54 ,O([C@@H]1[C@@H](O[C@@H]2O[C@@H]([C@H](O)[C@H](O)[C@H]2O)CO)C(O[C@@H]([C@H]1O)CO)O)[C@@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.823093891
18,112.54 ,O([C@@H]1[C@@H](O[C@@H]2O[C@@H]([C@H](O)[C@H](O)[C@H]2O)CO)C(O[C@@H]([C@H]1O)CO)O)[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@@H]3O)CO,1.000 ,-5.815517426
18,112.54 ,O([C@@H]1[C@@H](O[C@H]2[C@@H](O)[C@H](O)[C@H](O[C@@H]2O)CO)O[C@@H]([C@@H](O)[C@@H]1O)CO)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@@H]3O)CO,1.000 ,-5.69672966
18,112.54 ,O([C@@H]1[C@@H](O[C@H]2[C@@H](O)[C@H](O)[C@H](O[C@@H]2O)CO)O[C@@H]([C@@H](O)[C@@H]1O)CO)[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@@H]3O)CO,1.000 ,-5.65626049
18,112.54 ,O([C@@H]1[C@@H](O[C@H]2[C@@H](O)[C@H](O)[C@H](O[C@H]2O)CO)O[C@@H]([C@@H](O)[C@@H]1O)CO)[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@@H]3O)CO,1.000 ,-5.565228462
18,112.54 ,O([C@@H]1[C@@H](O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@@H]2O)CO)[C@@H](O[C@@H]([C@H]1O)CO)O)[C@@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.699636459
18,112.54 ,O([C@@H]1[C@@H](O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@@H]2O)CO)C(O[C@@H]([C@H]1O)CO)O)[C@@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.765130043
18,112.54 ,O([C@@H]1[C@@H](O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@@H](O[C@@H]([C@@H]1O)CO)O)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.577113152
18,112.54 ,O([C@@H]1[C@@H](O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@@H](O[C@@H]([C@@H]1O)CO)O)[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@@H]3O)CO,1.000 ,-5.667545795
18,112.54 ,O([C@@H]1[C@@H](O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@@H](O[C@@H]([C@@H]1O)CO)O)[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.568895817
18,112.54 ,O([C@@H]1[C@@H](O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@H](O[C@@H]([C@@H]1O)CO)O)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.705159664
18,112.54 ,O([C@@H]1[C@@H](O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@H](O[C@@H]([C@@H]1O)CO)O)[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@@H]3O)CO,1.000 ,-5.797605515
18,112.54 ,O([C@@H]1[C@@H](O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@H](O[C@@H]([C@H]1O)CO)O)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.603898048
18,112.54 ,O([C@@H]1[C@@H](O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@H](O[C@@H]([C@H]1O)CO)O)[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.60418129
18,112.54 ,O([C@@H]1[C@@H](O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)C(O[C@@H]([C@@H]1O)CO)O)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.663200378
18,112.54 ,O([C@@H]1[C@@H](O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)C(O[C@@H]([C@@H]1O)CO)O)[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@@H]3O)CO,1.000 ,-5.750643253
18,112.54 ,O([C@@H]1[C@@H](O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)C(O[C@@H]([C@@H]1O)CO)O)[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.654729843
18,112.54 ,O([C@@H]1[C@@H](O[C@H]2O[C@@H]([C@H](O)[C@H](O)[C@H]2O)CO)[C@H](O[C@@H]([C@H]1O)CO)O)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.702294827
18,112.54 ,O([C@@H]1[C@@H](O[C@H]2O[C@@H]([C@H](O)[C@H](O)[C@H]2O)CO)[C@H](O[C@@H]([C@H]1O)CO)O)[C@@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.808062077
18,112.54 ,O([C@@H]1[C@@H](O[C@H]2O[C@@H]([C@H](O)[C@H](O)[C@H]2O)CO)C(O[C@@H]([C@H]1O)CO)O)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.652166367
18,112.54 ,O([C@@H]1[C@@H](O[C@H]2O[C@@H]([C@H](O)[C@H](O)[C@H]2O)CO)C(O[C@@H]([C@H]1O)CO)O)[C@@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.759267807
18,112.54 ,O([C@@H]1[C@H](O)[C@@H](O)[C@@H](O[C@@H]1CO)OC[C@H]2O[C@@H](O)[C@H](O)[C@@H](O)[C@H]2O)[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.159841537
18,112.54 ,O([C@@H]1[C@H](O)[C@@H](O)[C@@H](O[C@@H]1CO)OC[C@H]2OC(O)[C@H](O)[C@@H](O)[C@@H]2O)[C@@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.488107681
18,112.54 ,O([C@@H]1[C@H](O)[C@@H](O)[C@@H](O[C@@H]1CO)OC2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.53115797
18,112.54 ,O([C@@H]1[C@H](O)[C@@H](O)C(O[C@@H]1CO)O)[C@@H]2O[C@@H]([C@H](O)[C@H](O)[C@H]2O)CO[C@@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.609115124
18,112.54 ,O([C@@H]1[C@H](O)[C@@H](O[C@@H]([C@H]1O)CO)O[C@H]2[C@@H](O)[C@H](O)[C@H](O[C@H]2O)CO)[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@@H]3O)CO,1.000 ,-5.592333794
18,112.54 ,O([C@@H]1[C@H](O)[C@@H](O[C@@H]([C@H]1O)CO)O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@@H]2CO)O)[C@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.579550743
18,112.54 ,O([C@@H]1[C@H](O)[C@@H](O[C@@H]2O[C@@H]([C@H](O)[C@H](O)[C@H]2O)CO)[C@@H](O[C@@H]1CO)O)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.786856651
18,112.54 ,O([C@@H]1[C@H](O)[C@@H](O[C@@H]2O[C@@H]([C@H](O)[C@H](O)[C@H]2O)CO)C(O[C@@H]1CO)O)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.870799065
18,112.54 ,O([C@@H]1[C@H](O)[C@@H](O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@@H](O[C@@H]1CO)O)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.636359692
18,112.54 ,O([C@@H]1[C@H](O)[C@@H](O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)C(O[C@@H]1CO)O)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.710149765
18,112.54 ,O([C@@H]1[C@H](O)[C@H](O[C@@H]([C@H]1O)CO)O[C@H]2[C@H](O)[C@H](OC(O)[C@H]2O)CO)[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@@H]3O)CO,1.000 ,-5.649614811
18,112.54 ,O([C@@H]1[C@H](O)[C@H](O[C@@H]([C@H]1O)CO)OC[C@H]2OC(O)[C@@H](O)[C@@H](O)[C@@H]2O)[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@@H]3O)CO,1.000 ,-5.402030945
18,112.54 ,O([C@@H]1[C@H](O)[C@H](O[C@H]2[C@H](O)[C@H](O)[C@@H](O[C@@H]2CO)O)O[C@@H]([C@H]1O)CO)[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@@H]3O)CO,1.000 ,-5.745477676
18,112.54 ,O([C@@H]1[C@H](O)[C@H](O[C@H]2[C@H](O)[C@H](O)C(O[C@@H]2CO)O)O[C@@H]([C@H]1O)CO)[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@@H]3O)CO,1.000 ,-5.81411171
18,112.54 ,O([C@@H]1[C@H](O[C@@H](O)[C@H](O)[C@H]1O)CO[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.175824165
18,112.54 ,O([C@@H]1[C@H](O[C@@H](O)[C@H](O)[C@H]1O)CO[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.175253391
18,112.54 ,O([C@@H]1[C@H](O[C@@H](O)[C@H](O)[C@H]1O)CO[C@@H]2O[C@@H]([C@H](O)[C@H](O)[C@H]2O)CO)[C@@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.388303757
18,112.54 ,O([C@@H]1[C@H](O[C@@H](O)[C@H](O)[C@H]1O)CO[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.154543877
18,112.54 ,O([C@@H]1[C@H](O[C@@H](O)[C@H](O)[C@H]1O)CO[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.144630432
18,112.54 ,O([C@@H]1[C@H](O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@@H]2O)CO)[C@@H](O)[C@@H](O[C@@H]1CO)O)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.563457966
18,112.54 ,O([C@@H]1[C@H](O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@@H]2O)CO)[C@@H](O)C(O[C@@H]1CO)O)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.658760071
18,112.54 ,O([C@@H]1[C@H](O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@@H](O)[C@H](O[C@@H]1CO)O)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.595722675
18,112.54 ,O([C@@H]1[C@H](O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@@H](O)[C@H](O[C@@H]1CO)O)[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.56247139
18,112.54 ,O([C@@H]1[C@H](O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@@H](O)C(O[C@@H]1CO)O)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.546718597
18,112.54 ,O([C@@H]1[C@H](O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@@H](O)C(O[C@@H]1CO)O)[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.514586926
18,112.54 ,O([C@@H]1[C@H](O[C@H](O)[C@H](O)[C@H]1O)CO[C@@H]2O[C@@H]([C@H](O)[C@H](O)[C@H]2O)CO)[C@@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.518051147
18,112.54 ,O([C@@H]1[C@H](O[C@H](O)[C@H](O)[C@H]1O)CO[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.275201797
18,112.54 ,O([C@@H]1[C@H](O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@@H]2O)CO)[C@@H](O)[C@@H](O[C@@H]1CO)O)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.539860249
18,112.54 ,O([C@@H]1[C@H](O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@@H]2O)CO)[C@@H](O)[C@@H](O[C@@H]1CO)O)[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.516942978
18,112.54 ,O([C@@H]1[C@H](O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@@H]2O)CO)[C@@H](O)[C@H](O[C@@H]1CO)O)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.687768936
18,112.54 ,O([C@@H]1[C@H](O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@@H]2O)CO)[C@@H](O)[C@H](O[C@@H]1CO)O)[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.652908802
18,112.54 ,O([C@@H]1[C@H](O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@@H]2O)CO)[C@@H](O)C(O[C@@H]1CO)O)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.636362076
18,112.54 ,O([C@@H]1[C@H](O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@@H]2O)CO)[C@@H](O)C(O[C@@H]1CO)O)[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.604009628
18,112.54 ,O([C@@H]1[C@H](O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@@H](O)[C@H](O[C@@H]1CO)O)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.589020252
18,112.54 ,O([C@@H]1[C@H](O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@@H](O)[C@H](O[C@@H]1CO)O)[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.554987431
18,112.54 ,O([C@@H]1[C@H](O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@@H](O)C(O[C@@H]1CO)O)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.538640022
18,112.54 ,O([C@@H]1[C@H](O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@@H](O)C(O[C@@H]1CO)O)[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.506518364
18,112.54 ,O([C@@H]1[C@H](OC(O)[C@@H](O)[C@H]1O)CO[C@H]2O[C@@H]([C@H](O)[C@H](O)[C@H]2O)CO)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.209747791
18,112.54 ,O([C@@H]1[C@H](OC(O)[C@H](O)[C@H]1O)CO[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.282425404
18,112.54 ,O([C@@H]1[C@H](OC(O)[C@H](O)[C@H]1O)CO[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.279185295
18,112.54 ,O([C@@H]1[C@H](OC(O)[C@H](O)[C@H]1O)CO[C@@H]2O[C@@H]([C@H](O)[C@H](O)[C@H]2O)CO)[C@@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.49598217
18,112.54 ,O([C@@H]1[C@H](OC(O)[C@H](O)[C@H]1O)CO[C@@H]2O[C@@H]([C@H](O)[C@H](O)[C@H]2O)CO)[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.382574081
18,112.54 ,O([C@@H]1[C@H](OC(O)[C@H](O)[C@H]1O)CO[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.257215023
18,112.54 ,O([C@@H]1[C@H](OC(O)[C@H](O)[C@H]1O)CO[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.243598938
18,112.54 ,O([C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)CO)[C@@H]3[C@H](O)[C@@H](O)[C@@H](O[C@@H]3CO)O,1.000 ,-5.52279377
18,112.54 ,O([C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)CO)[C@@H]3[C@H](O)[C@@H](O)C(O[C@@H]3CO)O,1.000 ,-5.601327896
18,112.54 ,O([C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)CO)[C@H]3[C@@H](O)[C@H](O[C@H](O)[C@@H]3O)CO,1.000 ,-5.555217266
18,112.54 ,O([C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)CO)[C@H]3[C@@H](O)[C@H](OC(O)[C@@H]3O)CO,1.000 ,-5.494764328
18,112.54 ,O([C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)CO)[C@H]3[C@H](O)[C@@H](O)C(O[C@@H]3CO)O,1.000 ,-5.511403084
18,112.54 ,O([C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)CO)[C@H]3[C@H](O)[C@H](O[C@H](O)[C@@H]3O)CO,1.000 ,-5.691662312
18,112.54 ,O([C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)CO)[C@H]3[C@H](O)[C@H](OC(O)[C@@H]3O)CO,1.000 ,-5.627631187
18,112.54 ,O([C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O[C@@H]2O[C@@H]([C@H](O)[C@H](O)[C@H]2O)CO)CO)[C@@H]3[C@H](O)[C@@H](O)[C@@H](O[C@@H]3CO)O,1.000 ,-5.633576393
18,112.54 ,O([C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O[C@@H]2O[C@@H]([C@H](O)[C@H](O)[C@H]2O)CO)CO)[C@@H]3[C@H](O)[C@@H](O)C(O[C@@H]3CO)O,1.000 ,-5.712026119
18,112.54 ,O([C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)CO)[C@H]3[C@H](O)[C@H](O[C@H](O)[C@@H]3O)CO,1.000 ,-5.630959511
18,112.54 ,O([C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)CO)CO)[C@H]3[C@H](O)[C@H](OC(O)[C@@H]3O)CO,1.000 ,-5.566954613
18,112.54 ,O([C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O[C@H]2O[C@@H]([C@H](O)[C@H](O)[C@H]2O)CO)CO)[C@H]3[C@H](O)[C@@H](O)[C@@H](O[C@@H]3CO)O,1.000 ,-5.490784168
18,112.54 ,O([C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O[C@H]2O[C@@H]([C@H](O)[C@H](O)[C@H]2O)CO)CO)[C@H]3[C@H](O)[C@@H](O)C(O[C@@H]3CO)O,1.000 ,-5.55714798
18,112.54 ,O([C@@H]1O[C@@H]([C@H](O)[C@H](O)[C@H]1O[C@H]2O[C@@H]([C@H](O)[C@H](O)[C@H]2O)CO)CO)[C@H]3[C@H](O)[C@@H](O)[C@@H](O[C@@H]3CO)O,1.000 ,-5.586431026
18,112.54 ,O([C@H]1[C@@H](O)[C@H](O)[C@H](O[C@@H]1O)CO[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@@H]2O)CO)[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@@H]3O)CO,1.000 ,-5.620526314
18,112.54 ,O([C@H]1[C@@H](O)[C@H](O)[C@H](O[C@@H]1O[C@H]2[C@@H](O)[C@H](O)[C@H](OC2O)CO)CO)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@@H]3O)CO,1.000 ,-5.599152088
18,112.54 ,O([C@H]1[C@@H](O)[C@H](O)[C@H](O[C@@H]1OC[C@H]2O[C@@H](O)[C@@H](O)[C@@H](O)[C@@H]2O)CO)[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@@H]3O)CO,1.000 ,-5.135463715
18,112.54 ,O([C@H]1[C@@H](O)[C@H](O)[C@H](O[C@@H]1OC[C@H]2O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]2O)CO)[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@@H]3O)CO,1.000 ,-5.263328552
18,112.54 ,O([C@H]1[C@@H](O)[C@H](O)[C@H](O[C@H]1O)CO[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@@H]2O)CO)[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@@H]3O)CO,1.000 ,-5.50037384
18,112.54 ,O([C@H]1[C@@H](O)[C@H](O)[C@H](OC1O)CO[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@@H]2O)CO)[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@@H]3O)CO,1.000 ,-5.568835258
18,112.54 ,O([C@H]1[C@@H](O)[C@H](O[C@@H](O)[C@@H]1O)CO)[C@H]2O[C@@H]([C@H](O)[C@H](O)[C@H]2O)CO[C@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.417486668
18,112.54 ,O([C@H]1[C@@H](O)[C@H](O[C@@H](O)[C@@H]1O)CO[C@@H]2O[C@@H]([C@H](O)[C@H](O)[C@H]2O)CO)[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.373103142
18,112.54 ,O([C@H]1[C@@H](O)[C@H](O[C@@H](O)[C@@H]1O)CO[C@H]2O[C@@H]([C@H](O)[C@H](O)[C@H]2O)CO)[C@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.412219048
18,112.54 ,O([C@H]1[C@@H](O)[C@H](O[C@@H](O[C@@H]([C@H](O)[C@@H](O)C=O)[C@H](O)CO)[C@@H]1O)CO)[C@@H]2O[C@@H]([C@H](O)[C@H](O)[C@H]2O)CO,1.000 ,-5.408919334
18,112.54 ,O([C@H]1[C@@H](O)[C@H](O[C@@H](OC[C@H]2O[C@@H](O)[C@H](O)[C@@H](O)[C@H]2O)[C@@H]1O)CO)[C@@H]3O[C@@H]([C@H](O)[C@H](O)[C@H]3O)CO,1.000 ,-5.251333237
