System,SMILES,RT,pubchem
dataset_82,CC1CCN(CC1)C(=O)C2=NC3=C(C=C(C=C3)C)C(=C2)NC4=CC=C(C=C4)N(C)C,745.4,53020945
dataset_82,CC1=C(C(=C(N1)C)S(=O)(=O)N2CCC(CC2)C(=O)NC3CCCCCCC3)C(=O)N4CCCC4,745.4,53064661
dataset_82,CCC1=CC=C(C=C1)C2=C(C(=NS2(=O)=O)N3CCCN(CC3)C(=O)C)C,745.4,53171715
dataset_82,CC1=CC=C(C=C1)NC(=O)N2CCC3(C2)C4=CC=CC=C4NC3=O,745.4,53176991
dataset_82,CC1=NOC(=N1)C2(CCCCC2)NC(=O)C3CCC3,745.4,53181922
dataset_82,CN1C2=C(C=C(C=C2)NC(=O)C3=CC=CS3)SC4=C(C1=O)C=CC=N4,745.4,53182517
dataset_82,CC1=CC=C(O1)CN2CCCC(C2)C3=NN=CN3CC4=CC=CC=C4,745.4,53192695
dataset_82,C1CCN(CC1)C2=NC=C3CC(CCC3=N2)C(=O)NC4=CC=CC=C4,745.4,71836084
dataset_82,CCCC1(CCCN1C(=O)C2=CC3=C(C=C2)NC=C3)CO,745.4,86771537
dataset_82,C1CCC(CC1)NC2=NC3=C(C=NC=C3)N(C2=O)CC4=CC=CC=C4,745.4,87054649
dataset_82,CC1=NN=C(S1)SCC(=O)C2=CC3=C(C=C2)OCCO3,745.5,2200386
dataset_82,CC1=C(C(=O)OC2=C1C=CC(=C2C)OC)CCC(=O)N[C@H](C(C)C)C(=O)O,745.5,24280543
dataset_82,CCCNC(=O)C1CCCN(C1)C(=O)C2=CC(=CC(=C2)C)C,745.5,50804208
dataset_82,COCCCNC(=O)C1(CC1)C2=CC=C(C=C2)NC(=O)C3=CC=CS3,745.5,50821595
dataset_82,C1CC(CN(C1)C(=O)C2C(=O)NC3=CC=CC=C3S2)C(=O)NCC4=CC=CC=C4,745.5,50832303
dataset_82,C1CCN(CC1)C(=O)C2=C3CCN(C3=CC=C2)C(=O)C4CC4,745.5,53014582
dataset_82,CCOC(=O)C1=C(NC(=C1C)CCC(=O)NCC2=CC=CS2)C,745.5,53090599
dataset_82,CC1=CC(=C(C=C1)C)NC(=O)CC2=CSC3=NC(=CN23)C4=CC(=C(C=C4)OC)OC,745.5,53122672
dataset_82,CCC1=NOC(=C1C2=CC(=C(C=C2)OC)S(=O)(=O)NC(C)CC)NC(=O)C,745.5,53133177
dataset_82,CC1=NOC(=N1)C2=CC(=O)N(C3=CC=CC=C32)CC(=O)NCC4=CC(=C(C=C4)OC)OC,745.5,53143845
dataset_82,CN1C2=C(C=C(C=C2)OC)C3(C1=O)CCN(C3)C(=O)NC4=CC(=CC=C4)OC,745.5,53177312
dataset_82,CC1=C(C=C(O1)C2=C(C=NN2)C(=O)N(C)C)S(=O)(=O)N3CCN(CC3)C4=CC=CC=C4,745.5,53183235
dataset_82,C1CCCN(CC1)C(=O)C2=CC3=C(S2)CCC(C3)C(=O)O,745.5,91904108
dataset_82,CC1CCC2(CC1)C(=O)N(C(=O)N2)CC(=O)NC3=CC=CC(=C3)C(=O)C,745.6,2701690
dataset_82,CN1C(=NN=C1SCC(=O)N2CCC3=CC=CC=C32)CN4C5=CC=CC=C5SC4=O,745.6,5307245
dataset_82,CCOC1=CC=C(C=C1)N2C(=NN=N2)CN3CCN(CC3)C(=O)C4=CC=CS4,745.6,30858462
dataset_82,CC1=C(SC=C1)C(=O)NCC2=C(N=CC=C2)OC,745.6,37486500
dataset_82,CN1C(=CC2=C1N(N=C2C3=CC=CS3)C4=CC=CC=C4)C(=O)NCCCN5CCCCC5,745.6,46384043
dataset_82,CCOC1=CC=C(C=C1)NC2=C(N=C3N2C=CN=C3)C4=CC(=CC=C4)O,745.6,46778922
dataset_82,CCC1=NC2=CC=CC=C2C(=N1)OCC(=O)NCC3=CC=C(C=C3)OC,745.6,49660016
dataset_82,CCOC1=CC=CC=C1C(=O)N2CCCCC2C3=NN=CN3CC4CC4,745.6,87052149
dataset_82,CC1=C2C=C(C=CC2=NC(=N1)NC3=NCN(CN3)CC4=CC=CC=C4)OC,745.7,2009082
dataset_82,CCC(C(=O)NCC1=CC=CO1)SC2=NC3=CC(=C(C=C3C4=NC(=NN42)C)OC)OC,745.7,3242925
dataset_82,CCNC1=NC(=NC(=C1)C)N2CCN(CC2)C(=O)C3=CC=C(C=C3)C4=CC=CC=C4,745.7,18566471
dataset_82,CC1=CC(=C(C=C1)C)NC2=C(N=C3N2C=CC=N3)C4=CC=C(C=C4)N5CCOCC5,745.7,20851782
dataset_82,CC1CCN(CC1)C(=O)C2=C(N=C3C=CN(C(=O)C3=C2)CC4=CC=CO4)C,745.7,46339892
dataset_82,CC(C)OCCCNC(=O)CN1C2=C(C=CC(=C2)C(=O)N3CCCC3)N4CCCCC4C1=O,745.7,46353602
dataset_82,COC1=CC=CC=C1CNC(=O)C2CCCN(C2)C3=NC=NC4=C3OC5=CC=CC=C54,745.7,50835077
dataset_82,CCN1CCCC1CNS(=O)(=O)C2=CC=CC=C2C3=NC(=NO3)C4=CC=C(C=C4)C,745.7,50841990
dataset_82,CCOCCCNC(=O)C1=NC2=CC=CC=C2C(=N1)NC3=CC=C(C=C3)C,745.7,53020302
dataset_82,CCN1CCN2C=C(C=C2C1=O)S(=O)(=O)NC3=C(C=C(C=C3)C)C,745.7,53179660
dataset_82,CCCN1CCN2C=C(C=C2C1=O)S(=O)(=O)NC3=CC=CC=C3C,745.7,53179747
dataset_82,CC1=NOC(=N1)C2=CN=C(C=C2)N3CCCC(C3)C(=O)NC(C)C4=CC=CO4,745.7,71794408
dataset_82,C1=CC2=C(C(=C1)[N+](=O)[O-])NC(=C2)C(=O)O,745.8,81409
dataset_82,COC1=CC(=C(C=C1)OC)CNC(=O)C2CCCN(C2)C3=NC=NC4=C3N=C5N4CCCCC5,745.8,20912283
dataset_82,CC1=CC=CC=C1NC(=O)CN2C(=O)N3C(=NC(=CC3=N2)C4=CC=CC=N4)C,745.8,49665747
dataset_82,COC1=CC=CC(=C1)C2=NN(C(=O)C=C2)CCC3=NC(=NO3)C4=CN=CC=C4,745.8,50843536
dataset_82,CCN1C=CC(=N1)C(=O)NC2CCN(CC2)C3=NS(=O)(=O)C(=C3C)C4=CC=CC=C4,745.8,53171365
dataset_82,CN1C2=C(C=C(C=C2)C(=O)NCC3=CC=CC=C3)SC4=C(C1=O)C=CC=N4,745.8,53173345
dataset_82,CN1C2=C(C=C(C=C2)S(=O)(=O)N3CCC4(C3)C5=C(C=CC(=C5)OC)NC4=O)OC1=O,745.8,53177089
dataset_82,CC1=CC(=CC(=C1)NS(=O)(=O)C2=C(OC(=C2)C3=C(C=NN3)C(=O)N4CCCC4)C)C,745.8,53183048
dataset_82,CC1=CC(=C(C=C1)NS(=O)(=O)C2=C(OC(=C2)C3=C(C=NN3)C(=O)N4CCCC4)C)C,745.8,53183081
dataset_82,CC1=C(C=C(C=C1)NC(=O)N2CC[C@H](C2)N3C4=C(C=CC=N4)N(C3=O)C)C,745.8,124044034
dataset_82,CC1([C@H]([C@@H](C2=C(O1)C=CC(=C2)C#N)OC3=CC(=O)CC3)O)C,745.9,129348
dataset_82,CC1=C(SC(=C1C(C2=CC=CS2)NC3=CC=CC=N3)NC(=O)C4=CC=CC=C4)C,745.9,4989180
dataset_82,CC(C)C(=O)N1CCCC2=C1C=C(C=C2)NC(=O)C(=O)NCC=C,745.9,7688015
dataset_82,C1CN(CCN1C2=NC=CC=N2)S(=O)(=O)CCNC(=O)CSCC3=CC=CC=C3,745.9,25285416
dataset_82,CC1=CC(=C(C=C1)C)NC(=O)C(=O)NCC(C2=CC3=C(C=C2)N(CCC3)C)N4CCCC4,745.9,44025143
dataset_82,CN1CCCC2=C1C=CC(=C2)C(CNC(=O)C(=O)NCC3=CC=CC=C3)N4CCCCC4,745.9,44025240
dataset_82,CC1(CCCN(C1)C(=O)NC2=CC(=C(C=C2)OC)OC)C(=O)NCC3=CC(=CC=C3)OC,745.9,53117266
dataset_82,C1COCCN1C2=NC=C(C=N2)NC(=O)COC3=CC=CC=C3,745.9,53164834
dataset_82,CC1=CC=C(C=C1)CN2CCCN(CC2)C3=C(C=CC=N3)C4=NC(=NO4)C(C)C,745.9,53182067
dataset_82,CC1=CC=C(O1)CNC(=O)C2CN3C=CC=C3C(=O)N2CC(C)C,745.9,91919735
dataset_82,C1CCC(C1)NC(=O)C2CCN(CC2)S(=O)(=O)C3=CC4=C(C=C3)SCC(=O)N4,746,46281815
dataset_82,CC1(C(=O)NC2=C(O1)C=CC=N2)C(=O)NC3=C(C=CC(=C3)OC)OC,746,53173705
dataset_82,COC1=CC=C(C=C1)C2=NC3=C(C=C2)N=C(S3)N4CCC(CC4)C(=O)NC5CC5,746,53187202
dataset_82,C1CCC2(C1)CN(C(=O)CN2S(=O)(=O)C3=CN=CC=C3)CC4CC4,746,124039774
dataset_82,CC1=CC(=NN1CC2=CC=CC=C2)NC(=O)C3CC3,746.1,19337431
dataset_82,COC1=CC=C(C=C1)C2=NN3C=NN(C(=O)C3=C2)CC(=O)N4CCCC4,746.1,20953568
dataset_82,CC1=CC(=NO1)NC(=O)C2CCN(CC2)C(=O)C3=NC4=CC=CC=C4S3,746.1,49676955
dataset_82,COC1=CC=C(C=C1)C2=NC(=CS2)CNC(=O)CN3C=NC(=CC3=O)C4=CC=CS4,746.1,49677726
dataset_82,CCOC1=C(C=C(C=C1)CNC(=O)CN2CCC(=CC2)C3=CN(N=C3)C4=CC=CC=C4)OCC,746.1,53027172
dataset_82,C1CN(CCC12NC(=O)C(=N2)C3=CC=CC=C3)C(=O)NC4=CC5=C(C=C4)OCO5,746.1,53029672
dataset_82,CN(C)S(=O)(=O)C1=CC=C(C=C1)C2=NN=C(O2)C(=O)N3CCC4(CC3)OCCO4,746.1,53131929
dataset_82,CCC1=CC=C(C=C1)C2=C(C(=NS2(=O)=O)N3CCCN(CC3)C(=O)NC)C,746.1,53187169
dataset_82,COC(=O)C1=CC(=CC=C1)NC(=O)C2CCC3=NC(=NC=C3C2)N4CCOCC4,746.1,71836041
dataset_82,CC1=NOC(=N1)C2=CC(=CC=C2)OC3CN(C3)S(=O)(=O)C4=CN(C=N4)C,746.1,91905506
dataset_82,COC[C@@H]1CN(C[C@H]1C2=CC=CC=N2)S(=O)(=O)C3=CC=C(C=C3)C#N,746.1,124051517
dataset_82,CC1=CC2=C(N=C(N=C2C=C1)NC3=NCN(CN3)CCC4=CC=CS4)C,746.2,16459590
dataset_82,CCOC(=O)C1=C(C(=C(N1)C)CCC(=O)N2CCCC(C2)C(=O)NC3CCCC3)C,746.2,50803818
dataset_82,COC1=CC=C(C=C1)C2=NN=C(O2)C3=C(N=CC=C3)NCCCN4CCCC4=O,746.2,53134010
dataset_82,CCC1=CC=C(C=C1)S(=O)(=O)N2CCC(CC2)N3C=NN=C3CC,746.2,91905015
dataset_82,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)O)O)O,746.3,5464455
dataset_82,C1=CC=C(C=C1)CCCNC(=O)C(=O)NCC2=NNC(=O)C3=CC=CC=C32,746.3,18567089
dataset_82,COC1=CC=C(C=C1)C2=CN3C(=CSC3=N2)CC(=O)NC4=C(C=C(C=C4)OC)OC,746.3,27443696
dataset_82,CC(CC1=CC=CS1)NC(=O)CCS(=O)(=O)C2=CC=CC=C2,746.3,45555046
dataset_82,CC1=C(C=C2C(=N1)C=CN(C2=O)CCOC)C(=O)NC3=CC(=CC=C3)SC,746.3,46339940
dataset_82,CCCCNC(=O)C1=CC=C(C=C1)N2C=CN=C2SCC(=O)NC3=CC=CC=C3,746.3,53082339
dataset_82,CCN1C=CC2=C(C1=O)C=C(N2C)C(=O)NC3=C(C=CC(=C3)OC)OC,746.3,53134412
dataset_82,CN1C(=O)COC2=C1C=CC(=C2)C3=NOC(=N3)C(=O)N4CCCC4,746.3,53138952
dataset_82,CC(C)N1C=NC2=C1C=C(C=C2)C3=NOC(=N3)C4=CC=CS4,746.3,53172703
dataset_82,CC1CCN(CC1)S(=O)(=O)C2=C(OC(=C2)C3=C(C=NN3)C(=O)N4CCCC4)C,746.3,53183061
dataset_82,CC1=CC2=C(C3=C(CCCC3)C(=O)O2)C(=C1)OCC(=O)N[C@@H](C)C(=O)O,746.4,1755592
dataset_82,CC1=CC2=NC(=C(N2C=C1)NC3=CC=CC=C3C)C4=CC=C(C=C4)N5CCOCC5,746.4,7338094
dataset_82,CC1=CC=C(C=C1)NC2=C(N=C3N2C(=CC=C3)C)C4=CC=C(C=C4)N5CCOCC5,746.4,7338725
dataset_82,C1C(=O)N(C(=O)S1)CCNC(=O)CN2C(=O)/C(=C/C3=CC=CC=C3)/SC2=O,746.4,16813734
dataset_82,CC1=CC=C(C=C1)CNC(=O)C(=O)NCC(C2=CC3=C(C=C2)N(CCC3)C)N4CCCC4,746.4,44025091
dataset_82,CN(CC(=O)N1CCC(=CC1)C2=CC=CC=C2)S(=O)(=O)C3=CC4=C(C=C3)NC(=O)CCC4,746.4,46282137
dataset_82,C1=CC=C2C(=C1)C(=CN2)CCNC(=O)CCN3C4=CC=CC=C4SC5=C(C3=O)C=CC=N5,746.4,46341108
dataset_82,CC1=CC(=NC(=N1)NC2=NC(=CS2)C(=O)NC3=CC=C(C=C3)N4CCOCC4)C,746.4,49670122
dataset_82,CC1=C(C(=NO1)C)C(=O)N2CCCC2C3=CC=C(C=C3)OC,746.4,50747252
dataset_82,CC(C(=O)N1CCN(CC1)C(=O)C2=CC=CO2)N3C4=CC=CC=C4C5=C3C(=O)N(N=C5)C,746.4,53044016
dataset_82,CC1=CC(=CC=C1)C2=C3C(=C4N2CCOC4C5=C(N(C(=O)N(C5=O)C)C)C)N(C(=O)N(C3=O)C)C,746.4,53044472
dataset_82,CCCNC(=O)CCC1=NC2=CC=CC=C2N(C1=O)CC(=O)NC3=CC=C(C=C3)OC,746.4,53129267
dataset_82,COCCN1C=C(C2=C1N=CC=C2)CC(=O)NC3CCCCCC3,746.4,53144505
dataset_82,CC1=C(C=NN1C2=NC=C(C=C2)C3=NC(=NO3)C4CC4)C(=O)NC,746.4,53179189
dataset_82,C1CCC2=C(C1)C=C(S2)C(=O)N3CCN(CC3)C4=NN=C5N4C=CC=C5,746.4,53203404
dataset_82,CC1=CC=C(C=C1)C2C3=C(COC3=O)N(C(=O)N2)CC(=O)NC4=CC5=C(C=C4)OCO5,746.4,91894972
dataset_82,CCS(=O)(=O)N1CCCC2=C1C=CC(=C2)C(=O)NC(C)C,746.5,17635792
dataset_82,CC(C)(C)NC(=O)C1=CC2=C(C=C1)N(CCC2)S(=O)(=O)C,746.5,17653420
dataset_82,CC1=CC=C(C=C1)CNC2=C(N=C3N2C=CC=N3)C4=CC(=C(C(=C4)OC)OC)OC,746.5,20952832
dataset_82,CCOC(=O)C1=CC(=CN1C)S(=O)(=O)N2CCCC2C(=O)NC(C)C,746.5,53004033
dataset_82,CCC(C)(C)NC(=O)C1CCN(CC1)S(=O)(=O)C2=C(NC(=C2C(=O)N3CCCCC3)C)C,746.5,53005856
dataset_82,COC1=CC(=C(C=C1)OC)NC(=O)N2CCC(CC2)N3CCN(C(=O)C3=O)CC4=CC=CC=C4,746.5,53030708
dataset_82,CC1=C(C=C(C=C1)NC(=O)C2CCCN(C2)C3=CC(=O)N(C(=O)N3C)C)C,746.5,53107441
dataset_82,CCC1=CC=C(C=C1)CNC(=O)C2=CC3=C(N2C)C=CN(C3=O)C,746.5,53134517
dataset_82,CC1=CC(=NC2=C1C(=NC(=N2)C(=O)NCC3=CC=CS3)N4CCSCC4)C,746.5,53168243
dataset_82,C1[C@@H]2C[C@H]([C@H]1NC(=O)C3=CC=CC=C3)N(C2)C(=O)CC4=CC=CS4,746.5,53184754
dataset_82,CCCC1=C(N=NN1CC2=CC=CC=C2)C(=O)O,746.5,53193051
dataset_82,CCC(C)C(C(=O)NC1=NC2=CC=CC=C2N1)NC(=O)C3=C(C=CS3)C,746.5,53199809
dataset_82,COC1=CC=C(C=C1)C2=NC3=C(N2C4CCN(C4)C(=O)NC5=CC(=CC=C5)OC)N=CC=C3,746.5,87050874
dataset_82,CN(C)S(=O)(=O)N1CCCC1CC2=NOC(=N2)C3=CN=CC=C3,746.5,124038009
dataset_82,CC1=CC=C(C=C1)CN2C(=O)C3=C(N=CN3CC2(C)C(=O)NCC4=CC=CC=C4)C(=O)OC,746.6,50794371
dataset_82,CC1=CC=C(C=C1)CNC(=O)C2(CN3C=NC(=C3C(=O)N2C4=CC=C(C=C4)C)C(=O)OC)C,746.6,50794456
dataset_82,CC1=CC(=CC(=C1)N2C(=O)C3=C(N=CN3CC2(C)C(=O)NCC4=CC=CC=C4)C(=O)OC)C,746.6,50794500
dataset_82,C1CN(CCC1C(=O)NCC2=CC=CO2)CC3=CC4=CC=CC=C4N3CC5=CC=CC=C5,746.6,50807907
dataset_82,CCC1=CC=C(C=C1)C(=O)NC2=CC3=C(C=C2S(=O)(=O)C(C)C)N(C(=O)N3C)C,746.6,50820446
dataset_82,C1CC1CNC(=O)C2CCN(CC2)C3=NC4=C(C(=O)N3C5=CC=CC=C5)SC=C4,746.6,50843098
dataset_82,C1CCN(C1)C(=O)C2=CC3=C(C=C2)OCC(=O)N3CC(=O)NCCCC4=CC=CC=C4,746.6,53012232
dataset_82,CCCNC(=O)C1=NC2=C(C=C(C(=C2)C)C)N(C1=O)C,746.6,53016092
dataset_82,CCN1C=C(N=C1)S(=O)(=O)N2CCCC(C2)C(=O)N3CCN(CC3)C4=CC=CC=C4,746.6,53085653
dataset_82,CCN1CCCN2C=C(C=C2C1=O)S(=O)(=O)N3CCCCCC3,746.6,53182961
dataset_82,CC1CCN(CC1)C2=NC=C3CC(CCC3=N2)C(=O)NC4=C(C=C(C=C4)OC)C,746.6,53193944
dataset_82,CCOC(=O)NC1=NC2=C(S1)CN(CC2)S(=O)(=O)C3=C(ON=C3C)C,746.6,71788120
dataset_82,CC1=CC=C(C=C1)C2=NC3(CCN(CC3)C(=O)C4=CC=CO4)ON2,746.6,91888892
dataset_82,CC(C1=CC=CC=C1)(C(C2CCCCN2)C3=CC=CC=C3)O,746.7,236210
dataset_82,CCOC1=C(C=C(C=C1)S(=O)(=O)N2CCCC(C2)C(=O)N)C,746.7,2985818
dataset_82,CC1=CC2=NC(=C(N2C=C1)NC(=O)C3=CC4=CC=CC=C4C=C3)C5=CC=CC=C5,746.7,4606694
dataset_82,CCS(=O)(=O)N1CCC2=C(C1)C=C(C=C2)NC(=O)C3=CC=CS3,746.7,16930883
dataset_82,CC1=CC=C(C=C1)N2CCN(CC2)C(=O)C3CCCN(C3)C4=NC=CC5=C4C=C(S5)C,746.7,46396500
dataset_82,COC(=O)C1=CC=C(C=C1)N2C=C(S(=O)(=O)C3=CC=CC=C32)C(=O)OC,746.7,53094579
dataset_82,CCCNS(=O)(=O)C1=C(C=CC(=C1)C2=C(ON=C2CC)NC(=O)C)C,746.7,53133301
dataset_82,COC1=NC=C(C=N1)C(=O)NCC2=CC=C(C=C2)SC,746.7,53152258
dataset_82,C1C[C@@H](N(C1)C(=O)C2=CC=CO2)C(=O)NCCC3=CSC(=N3)C4=CC=CC=C4,746.7,53199683
dataset_82,C1CN(CCN1C2=NNC(=C2)C3=CC=CS3)C(=O)C4=CC5=C(C=C4)C=CN5,746.7,75527393
dataset_82,CC1(C2=C(C=CC(=C2)S(=O)(=O)N3CCC(C3)C4=NOC(=N4)C5CC5)NC1=O)C,746.7,91915229
dataset_82,C1CCC(CC1)C(=O)NC2=NN=C(S2)SCC(=O)NC3=NC=CS3,746.8,4622546
dataset_82,CC1=CC2=C(C=C1)NC(=O)OC23CCN(CC3)CCC4=C(OC(=N4)C5=CC=CC=C5)C,746.8,9953769
dataset_82,CC(C)(C)NC(=O)C(=O)NCC1CCN(CC1)C(=O)COC2=CC=CC=C2,746.8,49682296
dataset_82,COC(=O)CNC(=O)C1CCCN(C1)C2=NC(=O)C3=C(N2)C(=CS3)C4=CC=CC=C4,746.8,50848559
dataset_82,CC1=C(C(=NN1C2CCS(=O)(=O)C2)C)N3CCN(CC3)C(=O)C4=CC5=CC=CC=C5N4,746.8,52992880
dataset_82,C1CCN(C1)C(=O)C2=CC(=CN2)S(=O)(=O)N3CCCC(C3)C(=O)NC4=CC5=C(C=C4)OCO5,746.8,53079180
dataset_82,CC(C)CC(=O)NC1=CC=C(C=C1)OCC2=CC(=NO2)C(=O)NC3CC3,746.8,53110169
dataset_82,C1CN(CCC1COC2=CC=C(C=C2)C(=O)N3CCOCC3)C(=O)C4=CC=CS4,746.8,53150464
dataset_82,CC1=C(C=C(C=C1)C2=C(C(=NS2(=O)=O)N3CCC(CC3)NC(=O)C4CCOC4)C)C,746.8,53171429
dataset_82,C1CCC(=CC1)CCNC(=O)C2=NC(=NO2)C3=CC(=NC=C3)N4CCCC4,746.8,53175126
dataset_82,CC1=C(C=C(C=C1)S(=O)(=O)N2CCC(CC2)C3=NC(=C(O3)C)C(=O)N4CCCC4)C,746.8,71837511
dataset_82,CC1=CC=C(C=C1)CN2C3=CC=CC=C3C=C2CN4CCC(CC4)C(=O)NC(C)C,746.9,22585895
dataset_82,CC1=CC(=CC(=C1)NC(=O)N2CCC(CC2)N3C(=NC4=C3N=CC=C4)COC)C,746.9,46286651
dataset_82,CCC1=CC=CC=C1NC(=O)COC2=NC(=NC3=CC=CC=C32)C,746.9,49659983
dataset_82,CCOC(=O)C1=C(N(C2=NC=NN2C1C3=CC=CC=C3)CC(=O)NCC4CCCO4)C,746.9,50752766
dataset_82,CCC(=O)N1CCC2=C1C=CC(=C2)CNS(=O)(=O)C3=CC(=C(C=C3)OC)OC,746.9,53092477
dataset_82,CC1=CC(=C(C=C1)S(=O)(=O)N2CCC3(CC2)C(=NCCN3)NCC4=CC(=CC=C4)OC)C,746.9,53120524
dataset_82,CCC1=NC2=C(N=CC(=C2)N3CCCC(C3)C(=O)NC(C)C)N=C1CC,746.9,71839323
dataset_82,CC1=CC=C(C=C1)C2=NC3(CCN(CC3)C(=O)C4=CC=CN4)ON2,746.9,91888889
dataset_82,CCCNC(=O)N(C1CCN(CC1)C(=O)C2=CC=C(S2)C)C3CCOCC3,746.9,91906199
dataset_82,COC1=CC=CC(=C1)CC(=O)N2CCN3CCS(=O)(=O)N(C(=O)C3C2)C4CC4,746.9,124048458
dataset_82,COC(=O)C1CCN(CC1)C(=O)C2=C(N=CC=C2)C3=NC4=CC=CC=C4S3,747,6458458
dataset_82,CC1=CC=CC2=NC(=C(N12)NC3=CC4=C(C=C3)OCO4)C5=CC=C(C=C5)N(C)C,747,7338728
dataset_82,COC1=CC=C(C=C1)NC(=O)C2CCCN(C2)C3=NC=NC4=C3OC5=CC=CC=C54,747,49660157
dataset_82,CCC1=CC=C(C=C1)NC(=O)CN2C(=O)C=C(N=C2N3CCOCC3)CC,747,49667367
dataset_82,CC(C)CC(=O)N1CCC2=C(C1)C(=NN2C)C(=O)N3CCCC(C3)C(=O)NC4=CC=CC=C4,747,53011435
dataset_82,CCC(C)NC(=O)C1CCN(CC1)S(=O)(=O)C2=C(N(C(=C2C(=O)OCC)C)C)C,747,53094684
dataset_82,CC1=NC2=C(O1)C=CC(=C2)C3=NOC(=N3)CNC(=O)C4=CC=CS4,747,53140968
dataset_82,CC1=CC=C(C=C1)NC(=O)N2CCC3=C(C=CC=C32)C(=O)NC,747,53160135
dataset_82,CN1C2=C(C=C(C=C2)OC)C3(C1=O)CCN(C3)C(=O)NCC4=CC=C(C=C4)OC,747,53177333
dataset_82,CCC1=CC(=O)N(C(=N1)N2CCOCC2)CC(=O)N(CC)C3=CC=CC=C3,747,53201861
dataset_82,CC(C1=CC=C(C=C1)OC)NC(=O)C2C3CC(NC2=O)(OC4=CC=CC=C34)C,747.1,3238523
dataset_82,CC1=CC2=C(C=C1)NC(=O)C2(CC(=O)C3=CC=C(C=C3)NC(=O)C(C)(C)C)O,747.1,4919362
dataset_82,CC1=C2C(=CC=C1)C(=O)C(=C(O2)NC(=O)C3=CC=CO3)C4=CC(=C(C=C4)OC)OC,747.1,7693135
dataset_82,COC1=C(C=C(C=C1)C2=NOC(=N2)CN3CCC(CC3)C(=O)NC4=C(SC=C4)C(=O)OC)OC,747.1,20922916
dataset_82,CCOC1=CC=CC2=C1OC(=C2)C(=O)NC3=CC=C(C=C3)S(=O)(=O)N,747.1,40888857
dataset_82,CCOC1=C(C=C(C=C1)CNC(=O)C2=CC3=C(C=C2)N4CCCCC4C(=O)N3)OC,747.1,46349938
dataset_82,COC1=CC=C(C=C1)C(CN2CCN(CC2)C3=NC=CC=N3)O,747.1,49667827
dataset_82,CC(C)NC(=O)C1=CC=C(C=C1)OCC2CCCN2C(=O)C3=COC=C3,747.1,50846166
dataset_82,CCN1C2=C(C=C(C=C2)CNC(=O)C3=CC=CN3C)SC4=C(C1=O)C=CC=N4,747.1,53040328
dataset_82,CC1=CC(=CC=C1)C2=NOC(=N2)C3=CN(C(=O)C=C3)CC4=CN=CC=C4,747.1,53137141
dataset_82,CCCC(=O)NC1(CCCCC1)C2=NC(=NO2)C3=CC=NC=C3,747.1,53182041
dataset_82,CC1=C2CCCC2=C(C=C1)C(=N)C3=CC=CC4=C3C=C(C=C4)OC,747.2,362067
dataset_82,CC1=NC(=CS1)C#CC2=CN=CC=C2,747.2,9794218
dataset_82,CCN1CCN(CC1)C2=NC3=C(C=C(C=C3)NC(=O)/C=C/C4=CC=C(C=C4)OCCC(C)C)C(=C2)C,747.2,15987655
dataset_82,C1CCCN(CC1)C(=O)C2=CC=CN2C3=NN=C(S3)N4CCOCC4,747.2,20936968
dataset_82,COC1=CC=CC=C1OCC(=O)NCC2=CSC=C2,747.2,25854062
dataset_82,CC1CCN(CC1)C2=NN=C(C=C2)C3=CC(=CC=C3)NC(=O)NCC4=CC=CC=C4,747.2,43991599
dataset_82,C1CN(CCC1COCC2=CC=CC=C2)C(=O)C3=CN=CC=C3,747.2,49677793
dataset_82,CC1=CC=CC=C1C2=CSC3=C2NC(=NC3=O)N4CCCC(C4)C(=O)N,747.2,50848604
dataset_82,CC1=CC(=C(C=C1)C)NC(=O)NC2=CN3C=NN=C3C=C2,747.2,53014292
dataset_82,CC1=CC(=C(C=C1)NC(=O)NC2=CN3C=NN=C3C=C2)C,747.2,53014300
dataset_82,CCC1=CC(=CC=C1)NC(=O)NC2=CN3C=NN=C3C=C2,747.2,53014310
dataset_82,CC1=CC(=CC=C1)NC(=O)NC2=CN3C(=NN=C3C=C2)C,747.2,53014318
dataset_82,CC1=CC2=C(C=C1C)N(C(=O)C(=N2)C(=O)NC(C)C)C,747.2,53016094
dataset_82,CC1=CC(=C(C=C1)C)NC(=O)C2CCN(CC2)S(=O)(=O)C3=CN(C(=C3)C(=O)N4CCCC4)C,747.2,53103201
dataset_82,CC1=CC(=CC=C1)CNC(=O)C2CCN(CC2)S(=O)(=O)C3=CN(C(=C3)C(=O)N4CCCC4)C,747.2,53103223
dataset_82,CCCC1=NOC(=N1)C2=CC(=NC=C2)N3C=C(N=C3)C(=O)N4CCOCC4,747.2,53178687
dataset_82,CCN1C=CC2=C(C1=O)C(=C(S2)C)C(=O)NCC(C)C,747.2,91653864
dataset_82,CC1=CC(=C(C=C1)S(=O)(=O)N2CCCC(C2)CN3C(=NC4=C3N=CC=C4)C)C,747.2,91904131
dataset_82,CN1C=CC=C1C(=O)N2CCN(CC2)C3=NNC(=C3)C4=CC=CC=C4,747.2,91904739
dataset_82,CN(C1CCC2=NN(C(=O)N2CC1)CC3CC3)S(=O)(=O)CC4=CC=CC=C4,747.2,91922746
